,index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict,index,predict,no,yes
3042,12871,29,technician,married,tertiary,no,138,yes,yes,cellular,14,jul,113,3,-1,0,unknown,,3042,no,0.9754353121044096,0.02456468789559036
3043,8885,51,admin.,married,unknown,no,3558,yes,no,unknown,9,jun,80,3,-1,0,unknown,,3043,no,0.9750990144316898,0.02490098556831024
3044,15631,29,technician,single,secondary,no,5,yes,yes,cellular,28,jul,54,2,-1,0,unknown,,3044,no,0.9757282571903072,0.024271742809692683
3045,17121,53,management,married,tertiary,no,2578,no,no,cellular,4,aug,958,2,-1,0,unknown,,3045,yes,0.6318332374925268,0.3681667625074732
3046,10098,49,blue-collar,married,secondary,no,1743,no,no,unknown,18,jun,68,1,-1,0,unknown,,3046,no,0.9756411450048303,0.02435885499516964
3047,23605,41,management,single,tertiary,no,195,no,no,cellular,20,nov,125,1,167,2,failure,,3047,no,0.9716375967926342,0.02836240320736582
3048,5272,33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,,3048,no,0.9755104034203812,0.024489596579618862
3049,16555,42,management,married,tertiary,no,4617,yes,no,cellular,31,jul,543,2,-1,0,unknown,,3049,no,0.9226861141204435,0.0773138858795565
3050,30617,38,blue-collar,single,secondary,no,0,no,no,cellular,30,apr,102,1,-1,0,unknown,,3050,no,0.9522623946068246,0.047737605393175384
3051,12954,52,technician,married,tertiary,no,1416,yes,no,cellular,14,jul,297,3,-1,0,unknown,,3051,no,0.971726598945124,0.028273401054876038
3052,20344,41,technician,married,secondary,no,65,no,no,cellular,22,aug,157,1,-1,0,unknown,,3052,no,0.9726747859210372,0.02732521407896286
3053,39425,26,entrepreneur,single,secondary,no,681,no,yes,unknown,27,may,137,1,-1,0,unknown,,3053,no,0.9748828042804836,0.02511719571951659
3054,18917,39,technician,married,secondary,no,5574,no,no,cellular,14,aug,102,2,-1,0,unknown,,3054,no,0.9745899935057492,0.02541000649425069
3055,4350,33,services,single,secondary,no,189,no,no,unknown,21,may,27,10,-1,0,unknown,,3055,no,0.9758289648548018,0.0241710351451983
3056,20742,34,technician,single,secondary,no,94,yes,no,cellular,26,aug,541,2,-1,0,unknown,,3056,no,0.8411482619181088,0.15885173808189126
3057,23071,32,unemployed,single,tertiary,no,1611,yes,no,cellular,19,nov,175,1,180,2,failure,,3057,no,0.97377194112334,0.026228058876659858
3058,18920,42,technician,married,tertiary,no,13410,no,yes,cellular,14,aug,149,2,-1,0,unknown,,3058,no,0.9707934520972517,0.029206547902748483
3059,1872,35,self-employed,married,tertiary,no,247,yes,no,unknown,12,may,167,2,-1,0,unknown,no,3059,no,0.9756754478919252,0.02432455210807477
3060,40290,31,management,single,tertiary,no,147,no,no,cellular,13,sep,81,3,96,5,success,,3060,yes,0.6881557122541431,0.3118442877458569
3061,20019,31,technician,single,tertiary,no,26,no,no,cellular,21,aug,419,4,-1,0,unknown,,3061,no,0.9479284929777292,0.05207150702227087
3062,24100,57,admin.,divorced,unknown,no,4012,no,no,cellular,20,nov,915,1,-1,0,unknown,,3062,yes,0.733917406526285,0.266082593473715
3063,14463,40,entrepreneur,married,secondary,no,0,yes,no,cellular,22,jul,117,1,-1,0,unknown,,3063,no,0.9755728042311824,0.02442719576881764
3064,36178,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,,3064,yes,0.3788133875790845,0.6211866124209156
3065,36606,21,student,single,secondary,no,491,no,no,cellular,6,aug,161,1,-1,0,unknown,,3065,no,0.8705798567856557,0.12942014321434422
3066,34440,34,blue-collar,married,secondary,no,362,yes,no,cellular,15,may,151,1,-1,0,unknown,,3066,no,0.9744449602513636,0.02555503974863624
3067,15874,51,blue-collar,married,secondary,no,7225,no,no,cellular,29,jul,301,2,-1,0,unknown,,3067,no,0.9704654362579122,0.029534563742087794
3068,38675,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,,3068,yes,0.10167753821087556,0.8983224617891244
3069,22603,31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,unknown,,3069,no,0.9719867907042948,0.028013209295705298
3070,39331,53,blue-collar,single,secondary,no,1004,no,no,cellular,13,may,393,1,84,1,other,,3070,yes,0.31617268034260826,0.6838273196573917
3071,36212,30,admin.,single,secondary,no,523,no,yes,cellular,12,jun,136,3,101,1,success,,3071,no,0.901852713380256,0.09814728661974408
3072,7358,35,management,married,tertiary,no,867,yes,no,unknown,2,jun,230,3,-1,0,unknown,,3072,no,0.8891069931236596,0.11089300687634036
3073,10088,42,housemaid,married,secondary,no,197,no,no,unknown,18,jun,199,1,-1,0,unknown,,3073,no,0.9749490137318864,0.025050986268113598
3074,29388,56,services,single,secondary,no,1222,yes,yes,cellular,17,apr,754,1,-1,0,unknown,,3074,no,0.902989979935193,0.09701002006480693
3075,22476,56,management,married,primary,no,-346,no,yes,cellular,18,nov,84,1,-1,0,unknown,,3075,no,0.9756823333401128,0.024317666659887226
3076,22346,31,management,married,tertiary,no,2,yes,no,cellular,18,nov,224,1,-1,0,unknown,,3076,no,0.9735412869599556,0.026458713040044556
3077,34246,36,services,single,secondary,no,568,yes,no,cellular,15,may,140,3,364,2,failure,,3077,no,0.9746156072490914,0.025384392750908674
3078,13359,34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,,3078,no,0.9217099801855029,0.07829001981449707
3079,20511,30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown,,3079,no,0.975515101720594,0.02448489827940596
3080,39457,70,retired,married,primary,no,2346,no,no,cellular,1,jun,421,1,97,6,success,,3080,yes,0.7579400201510529,0.24205997984894695
3081,1707,27,self-employed,single,tertiary,no,-503,yes,no,unknown,9,may,98,3,-1,0,unknown,no,3081,no,0.975764696783175,0.02423530321682501
3082,16393,37,admin.,married,unknown,no,892,yes,no,cellular,30,jul,269,17,-1,0,unknown,,3082,no,0.9728509504756684,0.027149049524331614
3083,1151,32,blue-collar,married,secondary,no,715,yes,no,unknown,8,may,108,2,-1,0,unknown,no,3083,no,0.9757393043550898,0.02426069564491013
3084,17592,30,housemaid,single,tertiary,no,868,no,no,cellular,7,aug,387,2,-1,0,unknown,,3084,no,0.9148366903139692,0.08516330968603096
3085,2022,55,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,467,5,-1,0,unknown,no,3085,no,0.953284583640259,0.046715416359740934
3086,6870,59,retired,married,secondary,no,8107,no,no,unknown,30,may,210,1,-1,0,unknown,,3086,no,0.9753658843908192,0.02463411560918084
3087,21038,48,technician,married,secondary,no,164,no,no,cellular,27,aug,76,4,-1,0,unknown,,3087,no,0.975316560453102,0.024683439546897855
3088,18936,33,management,single,tertiary,no,3623,no,no,cellular,14,aug,107,2,-1,0,unknown,,3088,no,0.9735183658997232,0.02648163410027694
3089,17658,57,self-employed,married,secondary,no,7747,no,no,cellular,7,aug,102,2,-1,0,unknown,,3089,no,0.9752384294401256,0.024761570559874373
3090,16037,52,retired,married,tertiary,no,1452,no,yes,cellular,29,jul,194,3,-1,0,unknown,,3090,no,0.9744700622583532,0.02552993774164669
3091,38538,60,management,married,tertiary,no,3401,no,no,cellular,2,feb,121,1,95,2,success,,3091,no,0.8832654183898082,0.11673458161019185
3092,32162,37,technician,divorced,secondary,no,262,yes,no,cellular,8,may,268,1,281,4,other,,3092,no,0.9736767387074984,0.026323261292501576
3093,8739,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,,3093,no,0.9749788821127406,0.02502111788725941
3094,18439,41,technician,single,secondary,no,297,no,yes,cellular,12,aug,140,2,-1,0,unknown,,3094,no,0.9740925332996612,0.02590746670033892
3095,12530,25,admin.,single,secondary,no,19,no,no,cellular,10,jul,133,1,-1,0,unknown,,3095,no,0.9703409508168542,0.029659049183145818
3096,17351,43,self-employed,married,secondary,no,5704,yes,no,cellular,6,aug,139,2,-1,0,unknown,,3096,no,0.9746270348611528,0.02537296513884737
3097,38915,31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,,3097,yes,0.3701859370439379,0.6298140629560621
3098,1838,56,management,single,tertiary,no,4542,no,no,unknown,12,may,148,2,-1,0,unknown,no,3098,no,0.9735577678535376,0.026442232146462408
3099,26301,35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,failure,,3099,no,0.9744992748126128,0.0255007251873871
3100,9096,53,self-employed,married,tertiary,no,1128,no,no,unknown,11,jun,29,1,-1,0,unknown,,3100,no,0.9757135665775891,0.024286433422411036
3101,38436,30,technician,single,secondary,no,323,no,no,cellular,25,jan,116,1,151,3,failure,,3101,no,0.971832837961328,0.028167162038672068
3102,19028,31,management,married,tertiary,no,2344,yes,no,cellular,14,aug,221,6,-1,0,unknown,,3102,no,0.9647233596850172,0.03527664031498273
3103,12080,36,blue-collar,married,secondary,no,199,yes,no,cellular,9,jul,183,1,-1,0,unknown,,3103,no,0.9743843820124154,0.02561561798758464
3104,10321,57,retired,married,secondary,no,712,yes,yes,unknown,19,jun,824,1,-1,0,unknown,,3104,yes,0.6023500414581344,0.3976499585418656
3105,12174,35,housemaid,married,primary,no,218,yes,no,cellular,9,jul,127,1,-1,0,unknown,,3105,no,0.9750046809733168,0.024995319026683036
3106,35248,37,blue-collar,married,secondary,no,139,yes,no,cellular,18,may,412,5,-1,0,unknown,,3106,no,0.9549740792051824,0.04502592079481759
3107,10197,44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,,3107,yes,0.3545459626717751,0.6454540373282249
3108,26859,75,retired,divorced,primary,no,3881,yes,no,cellular,4,feb,136,3,-1,0,unknown,,3108,yes,0.4925988945472327,0.5074011054527673
3109,1274,39,management,single,tertiary,no,375,yes,no,unknown,8,may,66,2,-1,0,unknown,no,3109,no,0.9757808178355756,0.024219182164424324
3110,31103,43,management,divorced,tertiary,no,1133,yes,no,cellular,5,may,131,1,-1,0,unknown,,3110,no,0.9747116346739184,0.02528836532608148
3111,2094,23,technician,single,secondary,no,158,yes,no,unknown,13,may,139,1,-1,0,unknown,no,3111,no,0.9754036070348312,0.024596392965168915
3112,754,49,blue-collar,married,secondary,no,64,yes,no,unknown,7,may,293,3,-1,0,unknown,no,3112,no,0.9756025939302247,0.0243974060697753
3113,7938,27,admin.,divorced,secondary,no,76,yes,no,unknown,4,jun,236,1,-1,0,unknown,,3113,no,0.9746865685494324,0.025313431450567518
3114,38993,35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,1,-1,0,unknown,,3114,yes,0.06652334271191862,0.9334766572880814
3115,18362,30,technician,married,tertiary,no,8351,no,no,cellular,11,aug,345,3,-1,0,unknown,,3115,no,0.9601895697622702,0.03981043023772976
3116,27821,35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,,3116,no,0.9603439589206786,0.03965604107932137
3117,39617,39,management,married,tertiary,no,2939,no,no,cellular,29,jun,385,1,165,2,success,,3117,yes,0.3603288764909729,0.6396711235090271
3118,33904,29,blue-collar,single,unknown,no,913,yes,no,telephone,14,may,188,1,352,2,failure,,3118,no,0.972751423864467,0.02724857613553296
3119,24859,34,technician,single,tertiary,no,362,yes,no,cellular,21,nov,15,2,-1,0,unknown,,3119,no,0.9756165099226536,0.024383490077346567
3120,14048,29,management,single,secondary,no,0,no,yes,cellular,21,jul,463,2,-1,0,unknown,,3120,no,0.9602595991268306,0.03974040087316948
3121,3155,48,management,married,unknown,no,1103,yes,no,unknown,15,may,52,1,-1,0,unknown,no,3121,no,0.9758274156952732,0.024172584304726828
3122,5050,31,blue-collar,married,unknown,no,-357,yes,no,unknown,23,may,245,4,-1,0,unknown,,3122,no,0.9748606685337452,0.025139331466254702
3123,23928,36,management,married,secondary,no,0,no,no,cellular,20,nov,80,1,-1,0,unknown,,3123,no,0.9754376860240386,0.02456231397596144
3124,32276,43,blue-collar,married,secondary,no,917,yes,no,cellular,8,may,87,2,-1,0,unknown,,3124,no,0.9756856490867328,0.024314350913266992
3125,25684,30,management,married,tertiary,no,350,no,no,cellular,29,jan,328,2,-1,0,unknown,,3125,no,0.9561022856010899,0.043897714398910034
3126,22027,43,technician,married,secondary,no,536,yes,no,cellular,17,nov,77,1,-1,0,unknown,,3126,no,0.9756904018570228,0.024309598142977232
3127,9442,24,blue-collar,single,secondary,yes,-203,yes,no,unknown,12,jun,465,3,-1,0,unknown,,3127,no,0.909817845842665,0.090182154157335
3128,16090,51,housemaid,married,unknown,no,174,no,no,telephone,29,jul,308,3,-1,0,unknown,,3128,no,0.9638289361451784,0.036171063854821495
3129,11054,35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,,3129,no,0.9758171454470459,0.02418285455295398
3130,37976,47,admin.,married,secondary,no,0,no,no,cellular,10,nov,213,1,190,1,other,,3130,yes,0.4248744170564688,0.5751255829435312
3131,5032,38,management,married,tertiary,no,5779,yes,no,unknown,23,may,75,3,-1,0,unknown,,3131,no,0.9758007577692532,0.024199242230746668
3132,27001,52,self-employed,married,primary,no,314,yes,no,cellular,4,feb,131,2,-1,0,unknown,,3132,no,0.9745154529266288,0.02548454707337121
3133,1708,37,blue-collar,married,secondary,no,790,no,no,unknown,9,may,262,1,-1,0,unknown,no,3133,no,0.9751456995084642,0.02485430049153576
3134,158,60,admin.,divorced,secondary,no,92,yes,no,unknown,5,may,130,1,-1,0,unknown,no,3134,no,0.9755288849829552,0.024471115017044826
3135,32058,57,management,divorced,tertiary,no,52,yes,no,cellular,8,may,40,3,359,8,other,,3135,no,0.9755193822986904,0.02448061770130956
3136,24469,54,management,married,tertiary,no,203,no,no,cellular,21,nov,70,1,-1,0,unknown,,3136,no,0.9753456275885616,0.02465437241143829
3137,25817,29,admin.,single,secondary,no,1751,no,no,cellular,30,jan,150,1,-1,0,unknown,,3137,no,0.947990572434904,0.052009427565095946
3138,32122,57,technician,married,secondary,no,28,yes,no,cellular,8,may,163,1,358,1,failure,,3138,no,0.9746805953039228,0.02531940469607735
3139,6766,20,student,single,tertiary,no,2764,yes,no,unknown,29,may,139,2,-1,0,unknown,,3139,no,0.971729041028104,0.028270958971896014
3140,15821,37,admin.,married,secondary,no,-325,no,no,cellular,29,jul,179,7,-1,0,unknown,,3140,no,0.9753930473525376,0.024606952647462425
3141,37775,37,admin.,single,secondary,no,0,no,no,cellular,23,oct,93,1,-1,0,unknown,,3141,no,0.9304883313545176,0.06951166864548236
3142,2118,45,services,married,secondary,no,-3,yes,no,unknown,13,may,213,1,-1,0,unknown,no,3142,no,0.9756594669547544,0.02434053304524563
3143,18691,31,management,married,tertiary,no,4720,yes,no,cellular,13,aug,460,2,-1,0,unknown,,3143,no,0.9129435897941128,0.08705641020588728
3144,13103,44,management,married,tertiary,no,58,yes,no,cellular,14,jul,72,3,-1,0,unknown,,3144,no,0.9754834318036228,0.02451656819637717
3145,39546,25,blue-collar,single,secondary,no,303,no,no,cellular,18,jun,252,1,92,1,success,,3145,yes,0.0432867133726984,0.9567132866273016
3146,17665,42,management,married,tertiary,no,441,no,no,cellular,7,aug,296,9,-1,0,unknown,,3146,no,0.9616726707907836,0.03832732920921647
3147,26065,55,management,divorced,tertiary,no,446,no,no,cellular,2,feb,159,1,-1,0,unknown,,3147,no,0.9520498758488546,0.047950124151145405
3148,6511,40,admin.,married,secondary,no,0,yes,yes,unknown,29,may,49,3,-1,0,unknown,,3148,no,0.9758193789955438,0.02418062100445614
3149,39727,38,self-employed,divorced,tertiary,no,6447,no,no,cellular,13,jul,316,3,182,1,failure,,3149,no,0.8670419633839217,0.13295803661607836
3150,10820,43,self-employed,married,tertiary,no,819,no,no,unknown,20,jun,285,4,-1,0,unknown,,3150,no,0.9745057144451476,0.02549428555485232
3151,9462,44,blue-collar,married,primary,no,749,yes,no,unknown,16,jun,424,2,-1,0,unknown,,3151,no,0.9728561535733784,0.02714384642662168
3152,16277,53,technician,married,secondary,no,1389,no,no,telephone,30,jul,34,4,-1,0,unknown,,3152,no,0.9757498975717042,0.024250102428295832
3153,10301,40,blue-collar,married,secondary,no,3316,no,no,unknown,19,jun,102,3,-1,0,unknown,,3153,no,0.9753531097796154,0.024646890220384625
3154,17437,31,self-employed,married,secondary,no,33,no,no,cellular,6,aug,165,4,-1,0,unknown,,3154,no,0.9742375254210982,0.02576247457890179
3155,32044,49,blue-collar,married,primary,no,762,yes,no,cellular,7,may,373,2,360,4,failure,,3155,no,0.9731942661206651,0.026805733879334992
3156,16290,58,unemployed,single,secondary,no,1013,yes,no,cellular,30,jul,341,5,-1,0,unknown,,3156,no,0.9612766267915784,0.03872337320842162
3157,36824,23,technician,single,tertiary,no,1502,no,no,cellular,12,aug,96,1,-1,0,unknown,,3157,no,0.9445764284291416,0.055423571570858365
3158,4217,31,blue-collar,married,primary,no,855,yes,yes,unknown,20,may,172,4,-1,0,unknown,,3158,no,0.9741249947631794,0.02587500523682068
3159,27725,39,services,married,secondary,no,208,no,yes,cellular,9,feb,122,2,-1,0,unknown,,3159,no,0.9693388328490372,0.030661167150962808
3160,20731,31,technician,single,secondary,no,218,no,no,cellular,26,aug,267,4,-1,0,unknown,,3160,no,0.9691941969337744,0.03080580306622547
3161,14305,30,management,married,tertiary,no,74,yes,no,cellular,21,jul,106,3,-1,0,unknown,,3161,no,0.975409937008351,0.02459006299164904
3162,34086,37,services,single,secondary,no,887,no,no,cellular,14,may,553,2,-1,0,unknown,,3162,yes,0.7715400236109105,0.2284599763890895
3163,13436,30,management,married,tertiary,no,319,yes,yes,cellular,16,jul,91,2,-1,0,unknown,,3163,no,0.9754620487785606,0.024537951221439445
3164,27258,47,unemployed,single,primary,no,289,no,no,cellular,5,feb,210,1,-1,0,unknown,,3164,no,0.9704779158433496,0.029522084156650464
3165,10768,24,technician,single,primary,no,126,yes,no,unknown,20,jun,10,58,-1,0,unknown,,3165,no,0.9755782586343534,0.02442174136564653
3166,14471,30,management,single,tertiary,no,14,no,yes,cellular,22,jul,90,1,-1,0,unknown,,3166,no,0.97533855209389,0.02466144790610995
3167,25795,30,technician,single,tertiary,no,6683,no,no,cellular,30,jan,180,1,-1,0,unknown,,3167,no,0.9656746517414726,0.034325348258527365
3168,31053,31,services,single,secondary,no,187,yes,no,cellular,5,may,241,1,347,1,failure,,3168,no,0.9720240490928826,0.027975950907117356
3169,30604,35,technician,married,secondary,no,518,yes,no,cellular,30,apr,616,1,-1,0,unknown,,3169,yes,0.3226520193295808,0.6773479806704192
3170,27862,33,blue-collar,married,secondary,no,93,no,no,telephone,9,feb,211,5,-1,0,unknown,,3170,no,0.9669095907373118,0.03309040926268823
3171,892,30,blue-collar,single,primary,no,660,yes,no,unknown,7,may,912,2,-1,0,unknown,no,3171,no,0.8796553614305562,0.12034463856944384
3172,1237,34,management,single,tertiary,no,163,no,no,unknown,8,may,44,1,-1,0,unknown,yes,3172,no,0.9757914034172782,0.024208596582721783
3173,21404,45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,,3173,no,0.9750292900816442,0.024970709918355788
3174,23181,41,management,married,tertiary,no,2885,no,no,cellular,19,nov,40,1,-1,0,unknown,,3174,no,0.9756418577313788,0.024358142268621114
3175,8070,29,management,married,tertiary,no,68,yes,no,unknown,4,jun,69,4,-1,0,unknown,,3175,no,0.9755775601565354,0.024422439843464587
3176,39152,73,retired,married,secondary,no,2850,no,no,cellular,19,apr,184,2,185,3,failure,,3176,no,0.9281993484896104,0.07180065151038967
3177,40243,27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown,,3177,no,0.9747715813337072,0.02522841866629271
3178,38877,68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,,3178,yes,0.08995634061323499,0.910043659386765
3179,33670,32,blue-collar,married,secondary,no,210,yes,no,cellular,13,may,308,3,364,1,other,,3179,no,0.9708671002045928,0.0291328997954072
3180,6073,45,blue-collar,married,unknown,no,-320,yes,no,unknown,28,may,204,3,-1,0,unknown,,3180,no,0.9757829958261084,0.024217004173891703
3181,32296,41,unemployed,single,secondary,no,75,yes,no,cellular,8,may,103,2,344,1,failure,,3181,no,0.9739571581317492,0.026042841868250847
3182,36871,67,retired,married,secondary,no,1146,no,no,cellular,13,aug,187,2,-1,0,unknown,,3182,no,0.9622759964036076,0.03772400359639242
3183,33266,39,blue-collar,married,primary,no,800,yes,no,cellular,13,may,53,5,175,6,failure,,3183,no,0.9757544353359434,0.02424556466405662
3184,16612,59,admin.,married,primary,no,6187,no,no,cellular,31,jul,114,4,-1,0,unknown,,3184,no,0.9754247766496258,0.024575223350374164
3185,4572,35,services,married,secondary,no,1317,yes,no,unknown,21,may,69,4,-1,0,unknown,,3185,no,0.9758186864907618,0.024181313509238248
3186,13027,54,retired,married,secondary,no,522,no,yes,cellular,14,jul,81,3,-1,0,unknown,,3186,no,0.9753595594670276,0.024640440532972402
3187,1415,56,technician,divorced,secondary,no,397,yes,no,unknown,8,may,185,7,-1,0,unknown,no,3187,no,0.9757390910885836,0.024260908911416426
3188,4242,27,technician,single,secondary,no,8,yes,no,unknown,20,may,777,3,-1,0,unknown,,3188,yes,0.8044193106277051,0.19558068937229486
3189,21244,34,management,single,tertiary,no,46,no,no,cellular,28,aug,211,17,-1,0,unknown,,3189,no,0.9738719818165614,0.02612801818343856
3190,35922,40,technician,married,secondary,no,4298,no,no,cellular,2,jun,221,1,-1,0,unknown,,3190,yes,0.6716374327851891,0.3283625672148109
3191,20398,33,management,single,secondary,no,15,no,no,cellular,22,aug,199,1,-1,0,unknown,,3191,no,0.9705993375125388,0.02940066248746115
3192,11771,33,management,married,tertiary,no,-139,no,no,cellular,8,jul,290,1,-1,0,unknown,,3192,no,0.9615299360212328,0.03847006397876708
3193,32530,40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,-1,0,unknown,,3193,yes,0.2414524223012028,0.7585475776987972
3194,598,33,admin.,single,secondary,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown,no,3194,no,0.974506920827511,0.02549307917248896
3195,19485,56,management,married,tertiary,no,982,no,no,cellular,19,aug,113,6,-1,0,unknown,,3195,no,0.9753670400217636,0.024632959978236342
3196,22947,55,blue-collar,divorced,secondary,no,4053,no,no,cellular,19,nov,113,1,166,2,failure,,3196,no,0.974458938577154,0.025541061422846033
3197,11444,28,blue-collar,single,secondary,no,-127,yes,no,cellular,4,jul,1044,3,-1,0,unknown,,3197,yes,0.1964341338304296,0.8035658661695704
3198,38085,52,management,married,tertiary,no,583,no,no,cellular,17,nov,209,1,91,2,failure,,3198,yes,0.6334596256965439,0.366540374303456
3199,22936,33,management,single,tertiary,no,48,yes,no,cellular,19,nov,308,5,-1,0,unknown,,3199,no,0.9733321507959788,0.02666784920402127
3200,3781,30,blue-collar,single,unknown,no,0,yes,no,unknown,19,may,199,1,-1,0,unknown,no,3200,no,0.9739877326333606,0.02601226736663942
3201,23036,58,management,married,secondary,no,60,no,yes,cellular,19,nov,291,2,-1,0,unknown,,3201,no,0.9722420322973208,0.027757967702679263
3202,1229,43,management,single,tertiary,no,2067,yes,no,unknown,8,may,756,1,-1,0,unknown,no,3202,yes,0.503559016708848,0.4964409832911521
3203,29336,36,entrepreneur,married,secondary,no,302,yes,no,cellular,17,apr,112,1,-1,0,unknown,,3203,no,0.9743396594686604,0.0256603405313397
3204,15786,49,services,married,primary,no,0,no,no,telephone,28,jul,127,7,-1,0,unknown,,3204,no,0.975676211789546,0.024323788210453882
3205,9866,56,management,divorced,secondary,no,278,yes,no,unknown,17,jun,269,1,-1,0,unknown,,3205,no,0.9750033861433628,0.02499661385663706
3206,27317,45,unemployed,single,secondary,no,33,no,no,cellular,5,feb,437,1,-1,0,unknown,,3206,no,0.9597161750657494,0.04028382493425068
3207,3051,55,blue-collar,married,secondary,no,1328,yes,no,unknown,15,may,100,1,-1,0,unknown,no,3207,no,0.9757253686268696,0.024274631373130368
3208,20506,54,housemaid,married,primary,no,182,no,no,cellular,25,aug,284,4,-1,0,unknown,,3208,no,0.9720699697815318,0.027930030218468137
3209,3487,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no,3209,no,0.9724773951925458,0.027522604807454144
3210,20598,32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,,3210,yes,0.4122139437609759,0.5877860562390241
3211,18131,45,management,married,tertiary,no,0,no,no,cellular,11,aug,102,4,-1,0,unknown,,3211,no,0.9748435978478952,0.02515640215210464
3212,38322,51,technician,divorced,tertiary,no,363,yes,no,unknown,7,jan,7,1,-1,0,unknown,,3212,no,0.9722073695743734,0.027792630425626644
3213,7589,42,blue-collar,married,primary,no,187,yes,no,unknown,3,jun,43,1,-1,0,unknown,,3213,no,0.9757853661757624,0.02421463382423745
3214,11412,37,management,married,tertiary,no,1265,no,yes,unknown,4,jul,101,1,-1,0,unknown,,3214,no,0.9739769974163464,0.02602300258365369
3215,10422,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,113,2,-1,0,unknown,,3215,no,0.975576783056329,0.02442321694367101
3216,26639,24,admin.,single,secondary,no,172,no,no,cellular,3,feb,114,1,-1,0,unknown,,3216,no,0.9596070243696206,0.04039297563037935
3217,39085,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,,3217,no,0.967065020999068,0.032934979000932105
3218,25373,39,management,divorced,tertiary,no,547,yes,no,cellular,29,jan,317,2,260,4,failure,,3218,no,0.97411366013337,0.02588633986662999
3219,24974,26,management,single,tertiary,no,2725,no,no,cellular,28,jan,267,1,-1,0,unknown,,3219,no,0.954516973207338,0.045483026792662015
3220,28557,36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,,3220,yes,0.2816854547719804,0.7183145452280196
3221,37836,36,management,married,tertiary,no,203,no,no,cellular,29,oct,139,1,-1,0,unknown,,3221,yes,0.22426579694983084,0.7757342030501692
3222,17489,57,management,married,tertiary,no,163,no,no,cellular,6,aug,83,3,-1,0,unknown,,3222,no,0.9746330348758356,0.02536696512416429
3223,27439,44,technician,married,tertiary,no,184,yes,yes,cellular,5,feb,653,3,8,2,other,,3223,no,0.8408109035094462,0.1591890964905538
3224,34219,32,services,married,secondary,no,687,no,no,cellular,14,may,415,3,296,2,other,,3224,no,0.8705757493398689,0.12942425066013102
3225,9803,42,entrepreneur,single,tertiary,no,231,no,no,unknown,17,jun,241,1,-1,0,unknown,,3225,no,0.9742727954085332,0.025727204591466817
3226,3646,37,entrepreneur,single,secondary,no,654,no,no,unknown,19,may,594,2,-1,0,unknown,no,3226,no,0.948098815954872,0.051901184045127925
3227,40345,28,admin.,married,secondary,no,242,yes,no,unknown,17,sep,47,1,779,12,failure,,3227,no,0.9592886623683272,0.04071133763167265
3228,12744,34,admin.,married,secondary,no,444,yes,no,cellular,11,jul,173,2,-1,0,unknown,,3228,no,0.9744850090693488,0.025514990930651304
3229,15660,39,blue-collar,married,primary,no,1373,yes,no,telephone,28,jul,81,5,-1,0,unknown,,3229,no,0.9757654917163092,0.02423450828369094
3230,9004,38,blue-collar,single,secondary,no,93,no,no,unknown,9,jun,92,6,-1,0,unknown,,3230,no,0.9756266745831504,0.02437332541684972
3231,23989,34,technician,single,secondary,no,5039,no,no,cellular,20,nov,205,6,-1,0,unknown,,3231,no,0.9726993399501688,0.027300660049831126
3232,37536,57,retired,married,secondary,no,415,no,no,cellular,6,oct,408,1,410,2,failure,,3232,yes,0.7512613064031601,0.2487386935968399
3233,2972,56,retired,married,secondary,no,1678,yes,no,unknown,15,may,79,1,-1,0,unknown,no,3233,no,0.9757334259979412,0.024266574002058814
